marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	53003962	R3AFXPWLUMPZK3	0345350499	627223385	The Mists of Avalon	Books	5	0	0	N	N	After the first page, I was deaf to the world.	My English teacher, a fellow &quot;anglophile&quot;, reccommended this treasure to me after a long discussion on King Arthur.  This book is one of the greatest sagas I have ever read. Bradley's characters are all excellent, and are not the usual &quot;perfect fantasy people&quot; that exist in many other inferior novels.  Everyone has their own weaknesses, especially Morgaine, the central character.  I have to say that I was reluctant to read a book that contained so much paganism in it, but I quickly came to understand exactly what paganism is.  I can assure you it's not what most people tell you.  Bradley is not afraid to portray these legendary people as merely human	1997-04-06
US	53066690	R2G1VE88GR0JY7	0385472951	999720718	The Partner	Books	4	0	0	N	N	Great reading, but...	It sure kept me reading and, for most of the book, on the edgeof my seat.  Until the ending, that is.  I really wonder what Grishamwas thinking when he decided upon the ending.  Or was he thinking?<br /><br />Overall, I liked it a bunch.  I'd read it again if I knew there was going to be different, more satisfying ending!	1997-04-06
US	53036184	R16S4D761CCIIY	0899666930	655343360	Frankenstein	Books	5	0	0	N	N	One of the most beautiful story of all time	Persons think that Frankenstein is a little horror show like the old movies that were made. But the orignial Frankenstein is not a simple horror story but a great, sentimental story about a monster who wants to be like anyone else but his look doesn't give to him the possibility to be happy. He will fight his creator to punish him  for the monster he'd done	1997-04-06
US	52709368	R1FRA5MAATTVGN	0451169514	380266608	It	Books	5	0	0	N	N	It: A Sort of Closure for Stephen King	&quot;It&quot; is perhaps one of the gratest horror novels ever written, simply because of the fact that the story focuses on the characters as much as the horror elements. He dedicates much of his prose to the seven kids that first encounter the terror, using multiple flashbacks, and original points-of view which leave you mesmerized. There is one minor problem about the novel: it's about 50 pages too long, but most probably King wanted to achieve that epic feeling that is only reachable with big, fat stories like this one. One thing's for sure; you'll never forget characters like Bill and Ben, or monsters like the fearsome It, after you read this book.  An excellent read that I highly recommend	1997-04-06
US	53044428	R3P2QC3Y4KJBOE	0385485786	999720718	The Partner, Large Print Edition (Bantam/Doubleday/Delacorte Press Large Print Collection)	Books	4	0	0	N	N	good read but the ending needed work	Lots of twists and people getting what they deserved as the book wore on.  Somehow the ending appeared hurried or just not well thought out.  It was like a good date gone awry after the lights went out.  I just didn't know what hit me, but I knew I wasn't satisfied	1997-04-07
US	53008162	RUKD3761RRV3W	0385472951	999720718	The Partner	Books	4	1	1	N	N	A few drawbacks but still a good read	The character of Patrick Lanigan was very much reminiscent of Nicholas Easter in &quot;Runaway Jury&quot;. It was almost as if they both shared the same thought process. I attribute this to the fact that the novels were written with such a short time span in between that Grisham did not have enough time to evolve a totally unique protagonist. I also felt that Grisham did not develop Eva's character in a way that would allow the reader to accept the ending of the story. Throughout the book she was made to seem totally devoted to Patrick and her father. For her to do what she apparently did in the end was totally out of character. On the other hand, I enjoy Grisham's style of starting his books with the climax and then filling in the details that surround it. This style of writing has the advantage of immediately drawing the reader into the story. The delight comes not in trying to second guess the protagonist, but in finding out all the deceptions and intricacies woven into his story. Altho	1997-04-07
US	52885970	R3638HA7J3999A	0345315227	284653366	3001: The Final Odyssey	Books	5	1	2	N	N	A must read for all Odyssey series followers	It's an excellent book and a moving final to the Odyssey series; It represents the bright future that awaits to the human race: Its expansion through the solar system. Together with the stirring representation of the equatorial ring, the colonization of the jovian-luciferian satellites and the enhancement of the human mind with the &quot;cap&quot;, it does a very good story and work, as a one of the best sci-fi pieces I've ever read. With all due respect to all those fellows that didn't like the book, quoting Mr Clarke, quoting to an american president: &quot;It's fiction stupid!&quot;  Bravo Mr. Clarke!	1997-04-07
US	53035750	RXSGJ7WMU2NUJ	0872860175	396737102	Howl and Other Poems (City Lights Pocket Poets, No. 4)	Books	5	0	1	N	N	jolly ,omnogamic ,extrenous, celestial,and perennial.	light slips suddenly from your armchair and words jump to myknees like  jolly jew  omnogamic american extrenuousbeat celestial allen perennial howl light fades and words in dismay deserted my body like good bye poet good bye man good by american lad.	1997-04-07
US	52663932	RHJ9DCQHFMPS8	0140013997	888618380	My Family and Other Animals (Penguin Essentials)	Books	5	0	0	N	N	Hysterically awkward British family-laugh out loud!	My favorite novel- British Sense of Humor thriving in a family living out of their normal environment (Rainy and predictable U.K.)...classic family bungling and a chance to giggle on every page. The sibling relationships we have all experienced whether we have siblings or not...  Makes you want to be 10 year old again	1997-04-07
US	53006434	R2I80LMPTWI13C	0385424736	511419057	The Rainmaker	Books	5	0	0	N	N	If you're tired, don't start the next chapter.	As a law student at the University of Missouri, Columbia, I can appreciate Grisham's eloquent realization of real-world Law versus academia.  Rudy Baylor is a down-on-his luck recent graduate from law school struggling to make it to his next meal, save one case.  Rudy battles the big boys representing a moral-less health insurance company to an ending leaving you feeling there may really be justice for all...or is there	1997-04-07
US	52957736	R1AK0R5TBL4BEA	0316921173	669738240	Infinite Jest: A Novel	Books	5	0	0	N	N	This book on addiction is an addiction unto itself!	It is awfully ironic that a book about addiction in its many forms is one of the few books in recent years that I have been unable to put down. Likewise, it becomes ironic that we actually take the time to carefully read footnotes and look up the words we don't know (and trust me, this book is full of them) while reading a book in which obsessive-compulsiveness plays such a hefty part. I am an English student that have had the pleasures of taking classes taught by both this book's author and his mother (he teaches at ISU in Bloomington, Illinois; she teaches at Parkland College in Champaign, Illinois)and I promise you, young writers can learn alot simply by reading this 1,079 page opus. Single-handedly, one of the best books I have ever read, writers might be advised to read it twice. There's no way to catch it all the first time	1997-04-08
US	52185644	R5WG8WZ6YUXWG	0451193881	966329377	The Shining: Tie In Edition	Books	5	0	1	N	N	I double dare you to read this page turner!REDRUM REDRUM RED	You are placed in a closed hotel for the winter with a family of three-mom, dad, and son.  You live with them for as long as they do.  You start to hear things like they do.  You start to see things like they do. Stephen King can get into the human mind and twist it around so good that you will have trouble to stay at a hotel for a long time.  The last 150 pages are non-stop, page-turning, edge-of-your-seat, horror/adventure/action.  I double dare you to read it alone in a huge house without electricity or communication with the outside world.  REDRUM	1997-04-08
US	52746137	ROAX22JSYYR9N	0385424736	511419057	The Rainmaker	Books	5	0	0	N	N	One Of Grisham's Best!	This book has all of Grisham's knowledge of law, and his talent for suspense, without the gore and graphic material that is in some of his novels.  I have read all of his novels, and although A Time to Kill is my faveorite, The Rainmaker is a very close second	1997-04-08
US	51022159	R2T8J34C96Q0AG	0684874350	698161422	Angela's Ashes (The Frank McCourt Memoirs)	Books	5	0	0	N	N	A rare book that makes you laugh and cry at the same times.	Frank McCourt's story of growing up in beyond poverty  in Ireland catches the reader's attention and heart  almost immediately.  You will find yourself drawn to young   Frank and his miserable life.  There are times when you find   the book so sad you might want to stop reading, but please  don't.  This is a true story, and during that time life was   hard, very hard.  His descriptions from a child's  viewpoint never cease to amaze the reader -- how many of us   could write from the perception of a child, and do it so   well.  Be prepared to laugh out loud at certain points.       You would be smart to buy this book instead of taking it out  of the library.  It is a rare book that you will want to   underline your favorite passages to re-read to yourself   or someone else.  Mr. McCourt is an exceptionally talented   writer and I, for one, am anxiously awaiting the sequel to   this fine work!	1997-04-08
US	52536948	R1261213FI2798	0385486804	674569455	Into the Wild	Books	4	0	0	N	N	What is man looking for when he goes into the wild?	What is man really looking to find when he goes up against thebrute, unforgiving forces of nature? Into the Wild does a great jobexplaining why one must venture out into the great outdoors to come face to face with his true self. It's a great story, and because the author has first-hand experience similar to that of Chris McCandless, his writing has a special empathy that cannot be affected. As someone who has lived in New York City for several years, I found this read almost as refreshing and head-clearing as a real trip into the wild.	1997-04-08
US	52181940	R2ND76E22O75MW	0394533054	882163178	The Stranger	Books	5	0	2	N	N	Essential for the understanding of Existentialism	Philosophers have long said that it is impossible to easily define Existentialism as a philosophy.  To understand the meaning of such an abstract philosophy one must experience the works of the Existential philosophers.  For anyone wishing to experience human understanding at its best and most insecure, &quot;The Stranger&quot; is nothing but the most essential of all Existential fiction	1997-04-09
US	52927205	R2X5AGGF6ZF18R	0684102501	781452863	The Sun Also Rises	Books	5	0	0	N	N	Favorite book of all time.	This is the first book that ever had a profound effect on me.  I read it just after returning from travelling through Europe and it makes me yearn to return to the lifestyle of an expatriate.  You see passion and love dispersed throughout wonderful travels.  I have read the book four times and it never fails to keep me up at night.  By the way, Jake and Brett are like any other couple in love, they just call themselves best friends	1997-04-09
US	53085256	R3MBYHJYG8E6M5	0385472951	999720718	The Partner	Books	4	0	0	N	N	Karma!!!	I still enjoyed the book but Grisham has lost his touch since Atime to kill...Maybe he should've made the title of the book Karmainstead of the partner?	1997-04-09
US	53034974	RG2LPO8GDQGBJ	0140379851	521556475	Matilda: Tie-In	Books	5	0	1	N	N	Matilda - the best of Roald Dahl	Creating Matilda, the super, extraordinary child with such a big heart, yet again- Road Dahl has done is best.    Matilda was born with crummy parents who didn't  care about a single thing except money, and  a brother who did nothing but to eat, sleep  and watch the telly (television). Matilda  feels lonely, but with her love of books, and her unique intelligence, everything was already a bit alright.    She met a teacher, Ms. Honey, who had a kind  heart, but like her, was lonely. Ms. Honey  had a deep secret she wouldn't tell not to a  single soul, and Matilda is just destined to  help her.    But there was one problem- Ms. Trunchbull,  the biggest, meanest, creepiest, principal  you ever met in school. Just say one word  when she's talking and you'd be thrown down  in the chokey, or do something against her  rules, and be thrown out of the window. That's  what I meant. Someone had to stop her, though,  nobody dares to.    Matilda finds out she had supernatural powers,  and she knows she needs to use this, to make  everyone -who deserved it -to be a happy, including herself.    Read this book and find out what's next...this  book is one of Roald's best and I think children  of all ages could learn at least something from  this book.	1997-04-09
US	51194091	RUFCOQH806WT7	0345404475	978657248	Do Androids Dream of Electric Sheep?: The inspiration for the films Blade Runner and Blade Runner 2049	Books	5	0	0	N	N	Phillip K. and Ridley S. ask &quot;what is human?&quot;	Not only did Phillip K. Dick produce an amazing work which is more philosophical and intellegently reflective than 99% of other sci-fi, he touches on the BIG question - &quot;What is human?&quot;  But the real triumph is director Ridley Scott's movie based on the book.     How many times has a movie been better than the book on which it's based?    Twice?  Maybe...	1997-04-09
US	53034711	R2D8XB67UTC9SS	0899662293	671217915	The Hound of the Baskervilles	Books	5	0	0	N	N	This is the definition of mystery genre. Doyle at his best.	This is the definition of the mystery genre, the best that Doyle has to offer.<br />If you love a good read, a good mystery, a classic tale, get this book.<br />For those who may not want to spend the cash for a hard cover, any of the paper back versions will do.  But, the feel and experience of hefting a good hard back while following Watson and his friend, Holmes, should not be missed	1997-04-09
US	50945053	R22078T9ZQV8I5	6302798450	686739561	Army of Darkness [VHS]	Video	4	0	0	N	N	Great fun for strong stomachs...	Sam Raimi is a twisted genius. If you haven't seen the other Evil Dead movies (this is technically Evil Dead III) it's sort of hard to describe. The hero, Ash, is a square-jawed &quot;George of the Jungle&quot; type who seems to be forever plagued by demons. They tend to possess various parts of his body and make him do all sorts of machocistic things. (At the end of the last movie, he had to chop off his demonically possessed hand, then grafted the chainsaw he used onto the stump.) As this starts, he's been hurled back into medieval times and has to fight demons THERE, too. The key to these is that they're FUNNY, along with the horror. It's hard to describe, but if you have a strong stomache, it's hard to find better entertainment. There are in-jokes to everything from the 3 Stooges to &quot;The Day the Earth Stood Still&quot;, mixed in with the blood and ichor. This one goes a bit more towards comedy than its predecessors, but that's not necessarily a bad thing. It's on cable a lot, check it ou END	1997-04-10
US	53034164	R9BSLHE6IFNLX	1881273156	277335936	The Five Love Languages: How to Express Heartfelt Commitment to Your Mate	Books	5	2	4	N	N	The Best	Although I am not married I feel that this book can enhance anyone's life. It was  a real eye-opener for me and helped me to properly relate to those I love. I learned that I am not the weird one neither are they, we are all different. God made us different for a reason. What would this world be if we all related to life, love, and other mysteries in the same way? I recommend this book to anyone who is searching for ways to improve their communication with those they love. I have shared this book with many  people and I hope to some day be able to share with my children	1997-04-10
US	53047742	R2S5UMM5F309O	0930073193	656533858	Economics in One Lesson: 50th Anniversary Edition	Books	5	2	5	N	N	An excellent introduction to economics	Unlike other texts, this economics primer puts the world of economics within the grasp of anyone. It allows one to understand how he or she contributes in daily life to our society's economy	1997-04-10
US	53030259	R1M8GBNH0PFZBB	0679735909	627682796	Possession	Books	5	1	1	N	N	Stunningly subtle twists that lead to an unsuspected ending.	I rarely read fiction these days (not much time, as a graduate student), but I read &quot;Possession&quot; at the instigation of a friend of mine, who was having trouble &quot;getting into&quot; the book.  I managed to stick with it, through the first couple of chapters  --  and then I was hooked.  &quot;Possession&quot; is a stunningly subtle, well-crafted novel, and if you stick with the rather slow beginning, I promise you a tantalising journey (and it IS a journey!)  through the rest of the book.  Very, very clever.  This is the kind of novel/romance that I like to read  -- none of your slobbering heroines or muscular male icons.  THIS novel gives your brain a most satisfying meal!  Enjoy	1997-04-10
US	53075875	R2RCVFDKFVUV14	0345315227	284653366	3001: The Final Odyssey	Books	5	0	2	N	N	pretty good	Clarke writes science fiction, not science fantasy, I thought his vision of the future was very plausible, including the possible sociological evolution of humanity. Admittedly the plot was kind of weak, and it was kind of short, but overall I enjoyed the book very much	1997-04-10
US	52906036	R3ML3U9EO7LI0Y	0385472951	999720718	The Partner	Books	4	0	0	N	N	The master is back!	The master is back with yet another page turner, that'll beread on many beach blankets this summer. Grisham covers the Mississipicoast like no one else and his descriptions of Brazil are on target, too.  The Partner is full of suspense and strange twists, kept me guessing throughout.  The finish ads, yet, another unexpected twist. Worth the price without a discount<br /> .	1997-04-10
US	53046421	R1PV8J4DK87SE4	0670215821	527630151	Chickenhawk	Books	4	6	7	N	N	helicopter flying as it is	Robert Mason does an excellent job bringing the thrill of combat flying to life. You'll be sitting on the edge of your seat, gripping the book as you would the controls of a helicopter as your HUEY plummets toward earth, shearing tree tops and branches in a desperate attempt to gain flying speed and altitude. This is white-knuckle hair-raising heart-pumping action straight from the pen of a bonafide warrior. Don't let the fighter jocks of the world mislead you, nothing beats dirt-eating, air-beating tree-dodging helicopter flying for combat action. Blue skies and contrails nothing, insects on the windscreen and tree branches in the rotors are it	1997-04-10
US	53030186	R2WYE1HIEGT0YT	0553260111	561287091	The Bourne Identity (Bourne Trilogy No.1)	Books	5	0	0	N	N	A fast-paced captivation of the mind!!	Don't start this book if you have something to do or someplace to be.  Jason Bourne is the alter ego of most people, complete with the double life and danger we all fantasize about, with one catch--he doesn't know who he is!  Robert Ludlum weaves a fantastic tale with all the espionage and intriguing detail his readers are accustomed to.  All this combined with an extraordinary portrayal of emotion in the characters and a desparate search for one man's identity.  A word of caution to new and seasoned Ludlum readers alike: This riveting, &quot;I-can't-put-it-down&quot; thriller will have you hanging by your fingernails to the final word	1997-04-10
US	52663128	R1SZ5WIPOXQ8QL	0023305401	36215520	Siddhartha	Books	5	3	4	N	N	A life long struggle for peace	Siddhartha, one of my favorite books of all time, is the story of a young Brahmin (Siddhartha) who is the best and brightest among his social peers.  His entire life is spent in an attempt, which is eventually successful, to find inner peace.<br />  His plight is one that many people can relate to in that it begins with a classic struggle between a parent and a rebellious child who is ready to throw off the yoke of his father's and teachers' ideologies and move on to find his place in the world.<br />  Through many wrong turns and re-starts, all of which eventually lead him to his understanding of life, Siddhartha makes his way successfully.<br />  Some friends of mine consider the book on a lesser level than those books that are considered &quot;classics&quot; of literature.  This is due to the obvious story and lack of hidden meaning and sub-plot.  I, however, feel that what the book lacks in complexity it more than makes up for in applicability and comparability to most people's lives.  It is a book that makes you think. The ironic thing is that the friend of mine that holds it in the least esteem is a person I consider very Siddhartha-like.<br />  Hesse's topics of exploration of religion and self are nowhere more present than in this novel. It is a book worth reading	1997-04-11
US	53016032	R2JRTOMCWQHJ1J	0679735909	627682796	Possession	Books	2	5	11	N	N	I wanted to like this book	I really did, and kept reading it even though I found it and the characters lifeless.  It won the Booker Prize!  Shouldn't it have been a little less predictable? A little less tiresome?  But I did read it through to the end and finally found a lovely passage -- the piece about the braided hair.  A Booker author should give us that level of beauty for more than just one or two pages . . .	1997-04-11
US	51923238	R2QFELZQL05A7Q	0812548094	939049888	Stone of Tears	Books	5	0	1	N	N	A true masterpiece of adventure, love and wizardry.	A true masterpiece of adventure, love and wizardry. Terry Goodkind uses the power of words to weave for us a spellbinding tale of Good against Evil, where the forces of Darkness are relentless in their conquest for the known world and only one man and his love for a woman stands in their way. A true tour de force in Fantasy writing, Terry Goodkind is a master wielder of the &quot;plume&quot;. Really captivating, once I started reading it I had to finish it.....took me an afternoon but I finished it. Bravo Terry! Next--&gt; the Blood of the Fol	1997-04-11
US	53044916	R3R4BMF2HYOT94	0345315227	284653366	3001: The Final Odyssey	Books	2	0	2	N	N	A highly palatable mess	The ideas and technology were way cool; unfortunately, the plot was not	1997-04-11
US	53090257	R1U0DP6D1PV4CZ	1570424632	473671370	Total Control	Books	5	0	0	N	N	Just loved it! Can't wait for novel #3.  A page turner!!!	A wonderfully exciting book.  I agree with some comments that the female doesn't have to cry every few chapters, but all in all, couldn't put it down. I don't know how David can surpass this and Absolute Power.  I'm anxiously waiting for book number three.  Good Luck - Daivd!	1997-04-11
US	52949628	R3FCCDZNLK1QJJ	1559211407	43936206	84, Charing Cross Road	Books	5	8	8	N	N	Required reading for every bibliophile	If you've ever relished the glow of gilt-edged pages, joyously breathed the musty smell of an ancient tome, or savored each word of a favorite author like caviar, then you and Helene Hanff are certainly simpatico.  This collection of letters between Ms. Hanff and a London book store conveys most eloquently the power of the written word.  Through correspondence spanning nearly 20 years you are offered glimpses of post-war England, 1950s New York, and the life of a struggling writer whose main treat is drinking the sweet nectar of the English language.   Humorous, entertaining, poignant...simply remarkable	1997-04-11
US	52755614	R35D84SUCEWX4G	1562827693	795743807	Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life	Books	5	3	5	N	N	A Practical Approach to Self-Acceptance	<br /> Over and over again Jon Kabat-Zinn offers us a practical approach to living in our own skins and finding a deep place of acceptance of what is.  Through simple, yet compelling, exercises he brings, what often seems to be mysterious world of meditation, into our everyday lives. He shows us that meditation can be as simple as stopping what you are doing and looking around or closing your eyes and taking a few deep breaths. <br />  He also tells us that walking off the path of spiritual growth can be just as rich a journey as following every bend and curve with focused diligence. This is the true teaching of self-accpetance. Kabat-Zinn offers this teaching with ease, compassion and a real sense of humility born from his own experience.  <br />  I teach various forms of meditation and breathing techniques and put &quot;Wherever You Go, There You Are&quot; on all of my class reading lists.	1997-04-11
US	52964459	R2IFME5P5W81QG	0345403959	388609856	Belgarath the Sorcerer (The Belgariad & The Malloreon)	Books	5	0	0	N	N	The best of the best.	I have read all of Mr. Eddings (with the help of Mrs. Eddings) books at least twice. The only problem I have with any of their books is how long it take for the next book to come out.  This book answers alot of questions while at the same time opens the door for a lot more questions.  I can not wait to read more about Polgara.  I look forward to reading Polgars's side of this story which has ended but keep evolving	1997-04-12
US	52623711	R3N1N3GH1I0ZBQ	0385485786	999720718	The Partner, Large Print Edition (Bantam/Doubleday/Delacorte Press Large Print Collection)	Books	4	0	0	N	N	The suspense kept you there.	This one initially had me cheering.  Since I had it on audiocassette, my husband listened with me.  He was able to see what wascoming -- until the end!  ^MNeedless to say, we were both disappointed.  Usually Grisham's book shows the good guy, or victim, coming out with the better end.  This one, however, proved that observation was wrong.	1997-04-12
US	52635616	RQRZCYTJTHFCB	0385485786	999720718	The Partner, Large Print Edition (Bantam/Doubleday/Delacorte Press Large Print Collection)	Books	5	0	0	N	N	Couldn't put it down!	I'm a Grisham nut.  The Partner was entertaining, thrilling,and really pulled me into the plot.  I found myself feeling as if Iknew the main character, Patrick.  I admired his guts and his intelligence, grimaced when the bad guys tried to make him talk, and loved the ending.  John Grisham can always shock me with an unexpected twist or turn, and The Partner was no exception.  It wasn't quite as good as The Runaway Jury or The Rainmaker, but it'll definately go on my &quot;I LOVE this book! bookshelf&quot;!	1997-04-12
US	53015093	R15F5NOLBC9Y8N	0812550706	401439625	Ender's Game (The Ender Quintet)	Books	5	0	0	N	N	Card became my favorite author when I read this book	Card introduced me to a different kind of fiction here and I am grateful for that in itself. I found Enders Game, as many did, one of those &quot;can't put down 'till done&quot; books. The ending caught me totally off-guard, something all science fiction should do but hardly any ever does. I fully expect to be &quot;WOWED!!!&quot; when I read sci-fi, and with Enders Game you will be	1997-04-12
US	53048263	R1VDKQF6M0Q6Z7	0425152251	380749586	Sophie's World: A Novel about the History of Philosophy	Books	3	0	0	N	N	Expecting part 2	Why does the author stop at Sartre? He is too brief withNietzshe who is so influential to contemporary philosophy,i.e. poststructuralism. I wonder how he will write about Roland Barthes, Michel Foucault or Jacques Derrida. I hope he will include all these contemporary philosopers in Sophie's World Part 2 - if he is going to write it.	1997-04-13
US	53056848	R3EKNERII9AHZW	0880381736	486220975	Dragons of Autumn Twilight (DragonLance Chronicles, Vol. 1)	Books	5	0	0	N	N	a collectors must read	i began with volume one of the dragon lance chronicles and was compelled to purchase the remaining books in the trilogy. i rate it a 10 for any epic fantasy reader/collector. i am presently reading the legends trilogy (twins series)	1997-04-13
US	53031374	R3BOLS18F1RLGV	0679405372	762777669	To the Lighthouse (Everyman's Library Contemporary Classics Series)	Books	5	3	3	N	N	An astonishing experience of English family life.	&quot;To The Lighthouse&quot; doesn't tell a story--it allows the reader to experience it through the consciousness of its various characters.  Woolf gets inside their heads and writes down what they're thinking from moment to moment, creating an intimacy between reader and character I've experienced with no other writer.  The largest portion of the novel concerns a day at the Ramsay's summer house by the sea.  Mr. Ramsay, a once-famous philosopher whose reputation is beginning to wane, entertains two or three of his students, while Mrs. Ramsay, the novel's central character, manages her family and the other guests.  As Mr. Ramsay devotes his energy to philisophical obscurities, Mrs. Ramsay devotes hers to stroking her husband's ego when he needs it, consoling her youngest son James who wants to go to the lighthouse across the bay, and creating a serene, safe space for her guests.  Gradually, a portrait of English family life emerges, and more importantly, an understanding of a woman's place within it--Mrs. Ramsay has essentially sacrificed herself for her family and husband, and has done so willingly.  Woolf reveals these flawed but beautiful people to the reader in a work of art that seems less like reading prose than listening to music or experiencing a painting.  To the Lighthouse is one of the masterpieces of 20th-century English literature	1997-04-13
US	52610497	R1AQ8M1Z7PCIFG	0679745203	152918541	The English Patient	Books	1	16	23	N	N	A Major Disappointment!	I am a lover of books and enjoy nothing more than a &quot;good read.&quot;  I was looking forward to reading this book prior to seeing the movie, and anticipated an &quot;all-nighter&quot; staying up until the book was finished.  It is a small book, after all.   I was SO disappointed to find it a boring, ponderous artsy-fartsy book which relies on stream of consciousness and endless narrative to tell an uninteresting story.  There are very few books I find unable to finish, but I have put this down three or four times to read another book instead.  Although I keep coming back to it to try to press onward to see what all the fuss is about, I find myself caring less and less.  The characters are shallow and pretentious, and could use more development; the plot(s) entwine and separate but never engage the reader.  Thumbs down!!	1997-04-13
US	53032747	R3S1KSHFXNHPU5	0385486804	674569455	Into the Wild	Books	3	1	1	N	N	So What?!	&quot;Alexander Supertramp&quot; disdains his wealthy and secretive family and sets off to Alaska to shed them like so much snake skin.  At the conclusion of the book, one cares as much about Christopher McCandless as the common garter variety.  This story of teenage angst and invinciblilty leaves the reader non plused.  An exceptionl magazine article in Outdoor becomes a drawn-out, cathartic writing by Krakauer.  Download the article from Outdoor's archives and you will be very pleased	1997-04-14
US	51363688	R28UNWKXY2AFLA	0802130208	161411385	A Confederacy of Dunces	Books	4	1	2	N	N	So maybe education isn't all it's cracked up to be...	...after all, as Ignatious Reilly proves in A Confederacy of Dunces, 10 years of college, a vocabulary that won't quit, and a roomful of Big Chief tablets filled with political treatises doesn't mean you're smart. In Ignatious's case, it just means he's really cynical.   And hateful. If this book weren't so damn funny, it would be awfully hard to spend 300+ pages with Ignatious Reilly. One of the most spoiled, self-centered, lazy, and lunatic characters you'll ever meet, Ignatious has an audacity--like a Don Rickles insult--that makes you laugh in spite of whatever good manners you thought you had.    Surrounded by a cast of supporting characters, who are equally as repulsive in their own way, Ignatious takes you on a journey through the absurd. By the time it's over, though, you have to admit that you wouldn't mind spending some more time on this road.	1997-04-14
US	52937442	R2DNVS368FX8YF	0553280325	944543338	Something Wicked This Way Comes	Books	5	1	2	N	N	A Gem	Another Bradbury masterpiece, this multifaceted jewel shines - even from within it's dark story. The tale of horror is a subtle one, the gothic imagry will remain with the reader, this book slowly work its magic, it has as many layer as it does pages - the loss of innocence, the evil of technology, mysticism, and many others. Truly a thought provoking novel, and a grand old tale of horror in a small American town	1997-04-14
US	53023917	R39X8KHVX7GUNV	0385474547	672855451	Things Fall Apart	Books	5	0	0	N	N	Beautiful imagery and exotic beliefs make this a must-read.	Chinua Achebe, in &quot;Things Fall Apart&quot;, shows the exotic lives and ways of the Ibo people of pre-colonial Nigeria. The ways of the people are so appealing and so well-explained to Western readers, that we feel as though we are gathering yams from the farm, and offering agricultural sacrifice to our long-dead ancestors.    Achebe uses beautiful imagery to show how simplistic life before colonization was. The old-ways of the Ibo tribe are shown to be dogmatic to the main character, Okonkwo, who plays out to be more like a Greek tragic hero than an African farmer. Throughout the novel, are several Ibo words, adding to the strength of the imagery of the Ibo lifestyle.    &quot;Things Fall Apart&quot; is a great read for anyone interested in African culture and/or the colonization effects of Western society.	1997-04-14
US	53031982	R306TMZT1A6WM7	0345315227	284653366	3001: The Final Odyssey	Books	4	1	2	N	N	A defense not , but  a suggestion.	At the outset, I must say that I am a keen reader , first and last (a reviewer last). Arthur.C Clarke lives as they say in our general area of the pond (The Indian Ocean) and has no doubt been a witness to the fracticious and often unqualified opinions affected by one and all, on all and sundry. This should aclimitize him and by inference the many potential readers of the book  the quagmire that any well-known author or any well-read book lover faces. Its a simple problem that has been with us a long long time, it is called prejudice. A new tale is judged often by our expectations from/of the writers tale-telling ability/plotting style and very little from the story itself. Clarke is writer who probably in an attempt not to be bogged down in his own highly respected style of narrative, legitimizable SF, upset the apple-cart of many's expectations. 3001 may by many, not be considered the perfect sequel, if one goes by the negative critical acclaim that it has provoked.   <br /> But is not that the essence of a good book!  <br />  A book that makes one react is more relevant than one that does not, at least in terms of its impact on our collective conscience. Clarke (by the time tested wisdom called hind-sight) been an oracle of sorts in reporting mankinds technological and other tendencies, I for one trust him to be accurate (within some degree) in his anticipations. With due respect to a genuine visonary, I have never been a great admirer of his linguistic style, often sparse and somtimes forced. BUT and this is the most important 'BUT' what he conceives and projects in his tales are signposts, guiding beacons in the uncertain future and that too in very humanistic terms.   <br />  I would reccommend  Mr.A.Clarke to any one, any time, any where, any work, just for the insight. 2001 was and is an icon, Kubrick insured that, can we not make room in our minds for more?	1997-04-15
US	53033993	R9B1006ZXMXOG	0679735259	135528120	Dispatches	Books	5	1	1	N	N	The one book on Vietnam that is MUST read	If you read any book on the Vietnam war, this has to be it. Get a copy while you can (everyone has been stuck looking for out of print books before). Colorful writing and vivid descriptions such as &quot;the elephant grass grew up homicidal...&quot;, as well as you-are-there reality - this book is a classic	1997-04-15
US	52104462	RHD3EO3AL5B55	0385485786	999720718	The Partner, Large Print Edition (Bantam/Doubleday/Delacorte Press Large Print Collection)	Books	5	0	0	N	N	He's back!	He's back!!!! Truly one of his best. I have read every one ofGrisham's books and although I had a little trouble getting into thisone, once I did, I couldn't put it down!  I read this book in one evening - a record.  I usually like to savor every page but, I couldn't get enough. I enjoyed all the twists and turns and I had to know &quot;HOW&quot; and &quot;WHY&quot;.  Although I did ultimately predict the ending, I'd like to think I'm somewhat practiced at predicting outcomes.  Even so, I must admit I couldn't help but hope I was wrong.  You will ask yourself, &quot;How it could have ended any other way without impacting the reader?&quot; This book certainly has great potential for a sequel - can't wait to see what they have been up to. Wouldn't it be interesting if Stephano helped out....  Movie? Oh, please! (Without the Hollywood butchering). By the way, I liked the movie &quot;Time to Kill&quot; much better than the book.... I don't think I've ever liked a movie better than the book.  ^M<br />^M Thanks, Mr. Grisham. Can't wait for the next one!!	1997-04-16
